train_number,train_name,source_station,destination_station,route,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,train_type,date,season,delay_category,day_of_week,month,travel_duration_hours,year_month
59797,Garib Rath Express,Secunderabad,Pune Junction,Secunderabad → Pune Junction,2024-10-12 10:50:00,2024-10-12 11:07:00,2024-10-13 03:40:00,2024-10-13 03:58:00,17,Express,2024-10-12,Post-Monsoon,Minor Delay,Saturday,10,16.83,2024-10
80381,Humsafar Express,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2024-12-11 18:50:00,2024-12-11 19:41:00,2024-12-12 01:11:00,2024-12-12 02:12:00,51,Express,2024-12-11,Winter,Major Delay,Wednesday,12,6.35,2024-12
51347,Sampark Kranti Superfast,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2025-04-08 20:50:00,2025-04-08 21:09:00,2025-04-08 22:53:00,2025-04-08 23:15:00,19,Superfast,2025-04-08,Summer,Minor Delay,Tuesday,4,2.05,2025-04
44973,Vande Bharat Express,New Delhi,Lucknow Charbagh,New Delhi → Lucknow Charbagh,2024-07-15 19:40:00,2024-07-15 20:07:00,2024-07-16 10:34:00,2024-07-16 11:05:00,27,Express,2024-07-15,Monsoon,Major Delay,Monday,7,14.9,2024-07
87236,Rajdhani Passenger,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2025-04-15 08:40:00,2025-04-15 09:07:00,2025-04-16 00:52:00,2025-04-16 01:26:00,27,Passenger,2025-04-15,Summer,Major Delay,Tuesday,4,16.2,2025-04
68800,Kisan Express,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2025-12-10 14:55:00,2025-12-10 15:30:00,2025-12-10 19:13:00,2025-12-10 19:58:00,35,Express,2025-12-10,Winter,Major Delay,Wednesday,12,4.3,2025-12
22363,Intercity Passenger,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2025-11-15 05:30:00,2025-11-15 05:37:00,2025-11-16 06:27:00,2025-11-16 06:30:00,7,Passenger,2025-11-15,Post-Monsoon,Minor Delay,Saturday,11,24.95,2025-11
38221,Jan Shatabdi Passenger,Varanasi Junction,New Delhi,Varanasi Junction → New Delhi,2025-10-02 11:30:00,2025-10-02 12:00:00,2025-10-02 21:04:00,2025-10-02 21:36:00,30,Passenger,2025-10-02,Post-Monsoon,Major Delay,Thursday,10,9.57,2025-10
54587,Duronto Passenger,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-09-18 10:45:00,2025-09-18 10:48:00,2025-09-19 10:39:00,2025-09-19 10:44:00,3,Passenger,2025-09-18,Post-Monsoon,On-Time,Thursday,9,23.9,2025-09
99192,Kisan Superfast,Patna Junction,Kolkata Howrah,Patna Junction → Kolkata Howrah,2025-02-18 19:40:00,2025-02-18 19:54:00,2025-02-19 05:55:00,2025-02-19 06:07:00,14,Superfast,2025-02-18,Winter,Minor Delay,Tuesday,2,10.25,2025-02
71953,Garib Rath Express,Vijayawada Junction,Secunderabad,Vijayawada Junction → Secunderabad,2025-04-11 11:15:00,2025-04-11 11:24:00,2025-04-11 22:31:00,2025-04-11 22:47:00,9,Express,2025-04-11,Summer,Minor Delay,Friday,4,11.27,2025-04
19071,AC Express Express,New Delhi,Dehradun,New Delhi → Dehradun,2025-11-21 19:00:00,2025-11-21 19:03:00,2025-11-22 01:39:00,2025-11-22 01:42:00,3,Express,2025-11-21,Post-Monsoon,On-Time,Friday,11,6.65,2025-11
14207,Tejas Express,New Delhi,Agra Cantt,New Delhi → Agra Cantt,2025-10-29 12:10:00,2025-10-29 12:15:00,2025-10-30 01:59:00,2025-10-30 02:13:00,5,Express,2025-10-29,Post-Monsoon,On-Time,Wednesday,10,13.82,2025-10
25860,Jan Shatabdi Passenger,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2025-11-04 17:40:00,2025-11-04 17:53:00,2025-11-04 23:42:00,2025-11-05 00:00:00,13,Passenger,2025-11-04,Post-Monsoon,Minor Delay,Tuesday,11,6.03,2025-11
87236,AC Express Express,New Delhi,Chandigarh,New Delhi → Chandigarh,2024-01-19 07:25:00,2024-01-19 07:36:00,2024-01-19 16:43:00,2024-01-19 16:57:00,11,Express,2024-01-19,Winter,Minor Delay,Friday,1,9.3,2024-01
87236,Express Express,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2025-05-21 20:45:00,2025-05-21 21:02:00,2025-05-22 02:14:00,2025-05-22 02:35:00,17,Express,2025-05-21,Summer,Minor Delay,Wednesday,5,5.48,2025-05
31174,Gatimaan Passenger,New Delhi,Chennai Central,New Delhi → Chennai Central,2025-05-09 19:55:00,2025-05-09 20:16:00,2025-05-10 12:59:00,2025-05-10 13:21:00,21,Passenger,2025-05-09,Summer,Major Delay,Friday,5,17.07,2025-05
59797,Sampark Kranti Express,Madurai Junction,Chennai Central,Madurai Junction → Chennai Central,2024-11-11 16:30:00,2024-11-11 16:40:00,2024-11-11 21:35:00,2024-11-11 21:52:00,10,Express,2024-11-11,Post-Monsoon,Minor Delay,Monday,11,5.08,2024-11
88172,Duronto Superfast,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2025-02-26 20:50:00,2025-02-26 20:52:00,2025-02-27 03:20:00,2025-02-27 03:21:00,2,Superfast,2025-02-26,Winter,On-Time,Wednesday,2,6.5,2025-02
46463,Vivek Passenger,New Delhi,Dehradun,New Delhi → Dehradun,2024-08-28 13:00:00,2024-08-28 14:28:00,2024-08-29 06:50:00,2024-08-29 08:13:00,88,Passenger,2024-08-28,Monsoon,Major Delay,Wednesday,8,17.83,2024-08
25014,Rajdhani Passenger,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2025-07-16 16:25:00,2025-07-16 16:48:00,2025-07-17 13:20:00,2025-07-17 13:39:00,23,Passenger,2025-07-16,Monsoon,Major Delay,Wednesday,7,20.92,2025-07
36365,Kisan Express,Mysuru Junction,Bengaluru City,Mysuru Junction → Bengaluru City,2025-03-08 22:00:00,2025-03-08 22:02:00,2025-03-09 15:04:00,2025-03-09 15:15:00,2,Express,2025-03-08,Summer,On-Time,Saturday,3,17.07,2025-03
60432,Mail Express,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2025-04-16 17:15:00,2025-04-16 17:18:00,2025-04-16 23:37:00,2025-04-16 23:44:00,3,Express,2025-04-16,Summer,On-Time,Wednesday,4,6.37,2025-04
94012,Duronto Passenger,New Delhi,Guwahati,New Delhi → Guwahati,2024-08-22 09:50:00,2024-08-22 10:00:00,2024-08-22 19:53:00,2024-08-22 20:06:00,11,Passenger,2024-08-22,Monsoon,Minor Delay,Thursday,8,10.05,2024-08
59615,Shatabdi Superfast,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-04-02 16:40:00,2025-04-02 16:42:00,2025-04-03 02:32:00,2025-04-03 02:39:00,2,Superfast,2025-04-02,Summer,On-Time,Wednesday,4,9.87,2025-04
60432,AC Express Passenger,New Delhi,Agra Cantt,New Delhi → Agra Cantt,2024-01-28 12:15:00,2024-01-28 12:15:00,2024-01-29 08:31:00,2024-01-29 08:34:00,0,Passenger,2024-01-28,Winter,On-Time,Sunday,1,20.27,2024-01
88907,Jan Shatabdi Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-10-01 21:30:00,2025-10-01 21:31:00,2025-10-02 06:07:00,2025-10-02 06:07:00,1,Express,2025-10-01,Post-Monsoon,On-Time,Wednesday,10,8.62,2025-10
68878,Passenger Express,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2024-10-21 05:25:00,2024-10-21 05:47:00,2024-10-21 21:16:00,2024-10-21 21:36:00,22,Express,2024-10-21,Post-Monsoon,Major Delay,Monday,10,15.85,2024-10
10942,Kisan Superfast,New Delhi,Amritsar Junction,New Delhi → Amritsar Junction,2024-07-18 07:10:00,2024-07-18 07:24:00,2024-07-18 14:03:00,2024-07-18 14:13:00,14,Superfast,2024-07-18,Monsoon,Minor Delay,Thursday,7,6.88,2024-07
83000,Express Superfast,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,2025-06-19 18:25:00,2025-06-19 18:37:00,2025-06-19 23:30:00,2025-06-19 23:45:00,12,Superfast,2025-06-19,Monsoon,Minor Delay,Thursday,6,5.08,2025-06
46048,Sampark Kranti Express,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2025-03-14 05:10:00,2025-03-14 05:58:00,2025-03-14 11:33:00,2025-03-14 12:21:00,48,Express,2025-03-14,Summer,Major Delay,Friday,3,6.38,2025-03
54587,Rajdhani Express,Bengaluru City,Mumbai Central,Bengaluru City → Mumbai Central,2024-08-19 17:00:00,2024-08-19 17:01:00,2024-08-20 03:59:00,2024-08-20 04:04:00,1,Express,2024-08-19,Monsoon,On-Time,Monday,8,10.98,2024-08
94696,Shatabdi Express,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2024-12-21 21:15:00,2024-12-21 21:28:00,2024-12-22 08:04:00,2024-12-22 08:17:00,13,Express,2024-12-21,Winter,Minor Delay,Saturday,12,10.82,2024-12
42953,Humsafar Express,New Delhi,Lucknow Charbagh,New Delhi → Lucknow Charbagh,2024-05-14 21:55:00,2024-05-14 21:55:00,2024-05-15 02:59:00,2024-05-15 03:07:00,0,Express,2024-05-14,Summer,On-Time,Tuesday,5,5.07,2024-05
76784,Intercity Express,Dehradun,New Delhi,Dehradun → New Delhi,2024-03-09 16:45:00,2024-03-09 17:12:00,2024-03-10 04:21:00,2024-03-10 04:56:00,27,Express,2024-03-09,Summer,Major Delay,Saturday,3,11.6,2024-03
63269,Kisan Express,Agra Cantt,New Delhi,Agra Cantt → New Delhi,2025-10-09 15:50:00,2025-10-09 16:04:00,2025-10-09 19:55:00,2025-10-09 20:12:00,14,Express,2025-10-09,Post-Monsoon,Minor Delay,Thursday,10,4.08,2025-10
17716,Jan Shatabdi Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-03-10 18:10:00,2025-03-10 18:13:00,2025-03-11 11:47:00,2025-03-11 11:47:00,3,Express,2025-03-10,Summer,On-Time,Monday,3,17.62,2025-03
38893,Shatabdi Passenger,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2024-10-02 18:55:00,2024-10-02 19:03:00,2024-10-03 11:59:00,2024-10-03 12:06:00,8,Passenger,2024-10-02,Post-Monsoon,Minor Delay,Wednesday,10,17.07,2024-10
52487,Antyodaya Superfast,Lucknow Charbagh,New Delhi,Lucknow Charbagh → New Delhi,2025-11-17 16:20:00,2025-11-17 16:23:00,2025-11-17 22:47:00,2025-11-17 22:47:00,3,Superfast,2025-11-17,Post-Monsoon,On-Time,Monday,11,6.45,2025-11
82132,Passenger Passenger,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2024-10-12 15:40:00,2024-10-12 15:47:00,2024-10-13 06:36:00,2024-10-13 06:52:00,7,Passenger,2024-10-12,Post-Monsoon,Minor Delay,Saturday,10,14.93,2024-10
17100,Humsafar Passenger,New Delhi,Chennai Central,New Delhi → Chennai Central,2024-01-13 16:25:00,2024-01-13 17:04:00,2024-01-14 02:49:00,2024-01-14 03:36:00,39,Passenger,2024-01-13,Winter,Major Delay,Saturday,1,10.4,2024-01
80010,Duronto Express,Ahmedabad Junction,Mumbai Central,Ahmedabad Junction → Mumbai Central,2025-11-14 21:30:00,2025-11-14 21:33:00,2025-11-15 10:55:00,2025-11-15 11:05:00,3,Express,2025-11-14,Post-Monsoon,On-Time,Friday,11,13.42,2025-11
26483,AC Express Express,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2025-12-05 13:20:00,2025-12-05 13:32:00,2025-12-05 19:10:00,2025-12-05 19:26:00,12,Express,2025-12-05,Winter,Minor Delay,Friday,12,5.83,2025-12
40007,Jan Shatabdi Passenger,Hyderabad Deccan,Chennai Central,Hyderabad Deccan → Chennai Central,2025-11-01 14:50:00,2025-11-01 14:50:00,2025-11-02 13:05:00,2025-11-02 13:14:00,0,Passenger,2025-11-01,Post-Monsoon,On-Time,Saturday,11,22.25,2025-11
84364,Intercity Passenger,Nagpur Junction,Mumbai Central,Nagpur Junction → Mumbai Central,2025-11-12 09:20:00,2025-11-12 09:21:00,2025-11-13 06:03:00,2025-11-13 06:03:00,1,Passenger,2025-11-12,Post-Monsoon,On-Time,Wednesday,11,20.72,2025-11
13278,Mail Passenger,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2025-06-18 13:25:00,2025-06-18 13:42:00,2025-06-18 22:31:00,2025-06-18 22:50:00,17,Passenger,2025-06-18,Monsoon,Minor Delay,Wednesday,6,9.1,2025-06
89131,Superfast Express,Mumbai Central,New Delhi,Mumbai Central → New Delhi,2024-01-17 11:00:00,2024-01-17 11:02:00,2024-01-17 18:30:00,2024-01-17 18:31:00,2,Express,2024-01-17,Winter,On-Time,Wednesday,1,7.5,2024-01
73653,Mail Passenger,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2024-07-26 14:40:00,2024-07-26 15:59:00,2024-07-27 01:04:00,2024-07-27 02:30:00,79,Passenger,2024-07-26,Monsoon,Major Delay,Friday,7,10.4,2024-07
28289,Mail Express,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2024-04-23 10:20:00,2024-04-23 10:27:00,2024-04-24 02:58:00,2024-04-24 03:15:00,7,Express,2024-04-23,Summer,Minor Delay,Tuesday,4,16.63,2024-04
20328,Humsafar Superfast,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2025-01-09 07:45:00,2025-01-09 07:52:00,2025-01-09 10:25:00,2025-01-09 10:35:00,7,Superfast,2025-01-09,Winter,Minor Delay,Thursday,1,2.67,2025-01
42325,Humsafar Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-07-25 22:30:00,2025-07-25 22:57:00,2025-07-26 06:52:00,2025-07-26 07:24:00,27,Express,2025-07-25,Monsoon,Major Delay,Friday,7,8.37,2025-07
10942,Garib Rath Passenger,New Delhi,Chennai Central,New Delhi → Chennai Central,2025-06-30 09:25:00,2025-06-30 10:07:00,2025-07-01 04:22:00,2025-07-01 05:00:00,42,Passenger,2025-06-30,Monsoon,Major Delay,Monday,6,18.95,2025-06
31174,Passenger Superfast,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-05-06 14:30:00,2024-05-06 14:31:00,2024-05-07 00:58:00,2024-05-07 01:08:00,1,Superfast,2024-05-06,Summer,On-Time,Monday,5,10.47,2024-05
57400,Uday Express,Bhubaneswar,Kolkata Howrah,Bhubaneswar → Kolkata Howrah,2024-12-24 05:05:00,2024-12-24 05:18:00,2024-12-24 15:54:00,2024-12-24 16:09:00,13,Express,2024-12-24,Winter,Minor Delay,Tuesday,12,10.82,2024-12
36365,Shatabdi Express,Madurai Junction,Chennai Central,Madurai Junction → Chennai Central,2024-11-26 21:15:00,2024-11-26 21:26:00,2024-11-27 10:30:00,2024-11-27 10:45:00,11,Express,2024-11-26,Post-Monsoon,Minor Delay,Tuesday,11,13.25,2024-11
83563,Rajdhani Express,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2025-12-02 07:10:00,2025-12-02 07:19:00,2025-12-02 11:19:00,2025-12-02 11:28:00,9,Express,2025-12-02,Winter,Minor Delay,Tuesday,12,4.15,2025-12
63269,Vivek Express,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2025-05-21 18:30:00,2025-05-21 18:38:00,2025-05-22 01:58:00,2025-05-22 02:11:00,8,Express,2025-05-21,Summer,Minor Delay,Wednesday,5,7.47,2025-05
86484,Passenger Express,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2024-04-06 22:05:00,2024-04-06 22:06:00,2024-04-07 12:55:00,2024-04-07 13:00:00,1,Express,2024-04-06,Summer,On-Time,Saturday,4,14.83,2024-04
79822,Duronto Passenger,Ranchi,Kolkata Howrah,Ranchi → Kolkata Howrah,2024-05-11 08:50:00,2024-05-11 09:01:00,2024-05-11 16:20:00,2024-05-11 16:35:00,11,Passenger,2024-05-11,Summer,Minor Delay,Saturday,5,7.5,2024-05
82603,Duronto Express,Chandigarh,New Delhi,Chandigarh → New Delhi,2025-03-02 10:50:00,2025-03-02 11:04:00,2025-03-03 00:55:00,2025-03-03 01:15:00,14,Express,2025-03-02,Summer,Minor Delay,Sunday,3,14.08,2025-03
77391,Tejas Express,Jaipur Junction,New Delhi,Jaipur Junction → New Delhi,2025-03-11 22:40:00,2025-03-11 22:44:00,2025-03-12 04:30:00,2025-03-12 04:32:00,4,Express,2025-03-11,Summer,On-Time,Tuesday,3,5.83,2025-03
24371,Antyodaya Express,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2025-02-06 20:20:00,2025-02-06 20:58:00,2025-02-07 10:41:00,2025-02-07 11:27:00,38,Express,2025-02-06,Winter,Major Delay,Thursday,2,14.35,2025-02
10942,Antyodaya Express,Lucknow Charbagh,Patna Junction,Lucknow Charbagh → Patna Junction,2024-02-01 22:20:00,2024-02-01 22:58:00,2024-02-02 07:10:00,2024-02-02 07:53:00,38,Express,2024-02-01,Winter,Major Delay,Thursday,2,8.83,2024-02
19880,Gatimaan Passenger,Chennai Central,New Delhi,Chennai Central → New Delhi,2025-10-10 05:05:00,2025-10-10 05:18:00,2025-10-10 14:25:00,2025-10-10 14:43:00,13,Passenger,2025-10-10,Post-Monsoon,Minor Delay,Friday,10,9.33,2025-10
57052,Antyodaya Superfast,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2025-09-24 11:55:00,2025-09-24 12:00:00,2025-09-24 21:28:00,2025-09-24 21:37:00,5,Superfast,2025-09-24,Post-Monsoon,On-Time,Wednesday,9,9.55,2025-09
53309,Duronto Passenger,Bengaluru City,Mysuru Junction,Bengaluru City → Mysuru Junction,2024-06-08 08:20:00,2024-06-08 09:13:00,2024-06-09 08:30:00,2024-06-09 09:27:00,53,Passenger,2024-06-08,Monsoon,Major Delay,Saturday,6,24.17,2024-06
62296,Express Passenger,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2024-11-21 06:40:00,2024-11-21 06:50:00,2024-11-22 00:10:00,2024-11-22 00:15:00,10,Passenger,2024-11-21,Post-Monsoon,Minor Delay,Thursday,11,17.5,2024-11
37869,Sampark Kranti Express,Bengaluru City,Mumbai Central,Bengaluru City → Mumbai Central,2025-09-08 06:10:00,2025-09-08 06:25:00,2025-09-08 18:32:00,2025-09-08 18:44:00,15,Express,2025-09-08,Post-Monsoon,Minor Delay,Monday,9,12.37,2025-09
89507,Antyodaya Express,Kanpur Central,Lucknow Charbagh,Kanpur Central → Lucknow Charbagh,2025-05-05 12:05:00,2025-05-05 12:32:00,2025-05-06 05:46:00,2025-05-06 06:11:00,27,Express,2025-05-05,Summer,Major Delay,Monday,5,17.68,2025-05
92719,Jan Shatabdi Express,Chennai Central,New Delhi,Chennai Central → New Delhi,2024-06-20 08:35:00,2024-06-20 08:41:00,2024-06-20 22:56:00,2024-06-20 23:09:00,6,Express,2024-06-20,Monsoon,Minor Delay,Thursday,6,14.35,2024-06
10282,Kisan Passenger,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2025-02-04 05:50:00,2025-02-04 06:41:00,2025-02-04 22:22:00,2025-02-04 23:21:00,51,Passenger,2025-02-04,Winter,Major Delay,Tuesday,2,16.53,2025-02
89507,Intercity Superfast,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2025-04-24 15:10:00,2025-04-24 15:13:00,2025-04-24 21:10:00,2025-04-24 21:10:00,3,Superfast,2025-04-24,Summer,On-Time,Thursday,4,6.0,2025-04
89507,Antyodaya Express,Mumbai Central,Ahmedabad Junction,Mumbai Central → Ahmedabad Junction,2024-06-03 13:15:00,2024-06-03 13:32:00,2024-06-04 02:58:00,2024-06-04 03:20:00,17,Express,2024-06-03,Monsoon,Minor Delay,Monday,6,13.72,2024-06
10282,Superfast Passenger,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2024-04-24 06:40:00,2024-04-24 06:44:00,2024-04-25 06:01:00,2024-04-25 06:15:00,4,Passenger,2024-04-24,Summer,On-Time,Wednesday,4,23.35,2024-04
48427,Vivek Express,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2025-11-02 18:15:00,2025-11-02 18:18:00,2025-11-03 04:44:00,2025-11-03 04:47:00,3,Express,2025-11-02,Post-Monsoon,On-Time,Sunday,11,10.48,2025-11
71953,Rajdhani Express,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2024-04-18 22:25:00,2024-04-18 23:05:00,2024-04-19 09:20:00,2024-04-19 10:02:00,40,Express,2024-04-18,Summer,Major Delay,Thursday,4,10.92,2024-04
10282,Sampark Kranti Express,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2024-01-20 07:35:00,2024-01-20 07:37:00,2024-01-20 21:17:00,2024-01-20 21:19:00,2,Express,2024-01-20,Winter,On-Time,Saturday,1,13.7,2024-01
95649,Vivek Express,New Delhi,Chennai Central,New Delhi → Chennai Central,2025-11-27 06:30:00,2025-11-27 06:49:00,2025-11-28 01:26:00,2025-11-28 01:52:00,19,Express,2025-11-27,Post-Monsoon,Minor Delay,Thursday,11,18.93,2025-11
71993,Tejas Express,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2025-12-04 17:55:00,2025-12-04 17:57:00,2025-12-05 01:53:00,2025-12-05 02:05:00,2,Express,2025-12-04,Winter,On-Time,Thursday,12,7.97,2025-12
11934,Vande Bharat Passenger,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2024-03-18 10:50:00,2024-03-18 10:54:00,2024-03-19 09:35:00,2024-03-19 09:46:00,4,Passenger,2024-03-18,Summer,On-Time,Monday,3,22.75,2024-03
44760,Intercity Express,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2025-12-24 06:45:00,2025-12-24 07:15:00,2025-12-25 01:41:00,2025-12-25 02:13:00,30,Express,2025-12-24,Winter,Major Delay,Wednesday,12,18.93,2025-12
13478,Passenger Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2025-11-30 08:20:00,2025-11-30 08:50:00,2025-11-30 14:03:00,2025-11-30 14:35:00,30,Express,2025-11-30,Post-Monsoon,Major Delay,Sunday,11,5.72,2025-11
95649,AC Express Superfast,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-09-29 22:30:00,2024-09-29 22:56:00,2024-09-30 09:14:00,2024-09-30 09:42:00,26,Superfast,2024-09-29,Post-Monsoon,Major Delay,Sunday,9,10.73,2024-09
80855,Kisan Passenger,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2024-10-25 10:25:00,2024-10-25 10:54:00,2024-10-25 21:45:00,2024-10-25 22:23:00,29,Passenger,2024-10-25,Post-Monsoon,Major Delay,Friday,10,11.33,2024-10
39256,Jan Shatabdi Express,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2024-09-22 15:35:00,2024-09-22 16:22:00,2024-09-23 04:44:00,2024-09-23 05:33:00,47,Express,2024-09-22,Post-Monsoon,Major Delay,Sunday,9,13.15,2024-09
80010,Garib Rath Express,Bengaluru City,Mysuru Junction,Bengaluru City → Mysuru Junction,2025-02-23 08:20:00,2025-02-23 08:44:00,2025-02-23 21:32:00,2025-02-23 21:57:00,24,Express,2025-02-23,Winter,Major Delay,Sunday,2,13.2,2025-02
34931,Mail Express,Bhubaneswar,Kolkata Howrah,Bhubaneswar → Kolkata Howrah,2024-10-02 14:20:00,2024-10-02 14:35:00,2024-10-03 01:29:00,2024-10-03 01:41:00,15,Express,2024-10-02,Post-Monsoon,Minor Delay,Wednesday,10,11.15,2024-10
72296,Uday Express,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2025-08-20 19:05:00,2025-08-20 19:33:00,2025-08-21 01:25:00,2025-08-21 01:52:00,28,Express,2025-08-20,Monsoon,Major Delay,Wednesday,8,6.33,2025-08
65519,Jan Shatabdi Superfast,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2025-09-24 08:55:00,2025-09-24 08:56:00,2025-09-24 20:54:00,2025-09-24 21:03:00,10,Superfast,2025-09-24,Post-Monsoon,Minor Delay,Wednesday,9,11.98,2025-09
81482,Intercity Express,Madurai Junction,Chennai Central,Madurai Junction → Chennai Central,2024-12-01 17:40:00,2024-12-01 17:53:00,2024-12-02 07:24:00,2024-12-02 07:46:00,13,Express,2024-12-01,Winter,Minor Delay,Sunday,12,13.73,2024-12
16175,Garib Rath Superfast,Ernakulam Junction,Chennai Central,Ernakulam Junction → Chennai Central,2024-12-04 13:15:00,2024-12-04 13:15:00,2024-12-04 21:04:00,2024-12-04 21:04:00,0,Superfast,2024-12-04,Winter,On-Time,Wednesday,12,7.82,2024-12
75435,Duronto Passenger,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2024-09-24 16:50:00,2024-09-24 16:51:00,2024-09-25 04:01:00,2024-09-25 04:01:00,1,Passenger,2024-09-24,Post-Monsoon,On-Time,Tuesday,9,11.18,2024-09
30926,Vivek Superfast,Chennai Central,Bengaluru City,Chennai Central → Bengaluru City,2025-04-17 11:30:00,2025-04-17 12:16:00,2025-04-17 15:27:00,2025-04-17 16:18:00,46,Superfast,2025-04-17,Summer,Major Delay,Thursday,4,3.95,2025-04
